date,doc_id,corporation,boss,law,action_cnt,rule_cnt
2016-04-27,北市勞動字第10530357000號,怡盛公寓大廈管理維護股份有限公司,莊子慧,24,1,1
2016-04-28,北市勞動字第10530352400號,北門旅社有限公司,韋建華,32-2,1,1
2016-04-28,北市勞動字第10530365800號,台北濱江有限公司,陳立紘,24;32-2;36,1,3
2016-04-28,北市勞動字第10530385900號,普鴻資訊股份有限公司,林群國,30-5,1,1
2016-04-28,北市勞動字第10530418300號,羅致逸建築師事務所),羅致逸,32-2,1,1
2016-04-28,北市勞動字第10530386300號,太平洋野菜工房科技股份有限公司,張君豪,24;39,1,2
2016-04-28,北市勞動字第10533345500號,博威文具企業有限公司,楊光明,37;38,1,2
2016-04-28,北市勞動字第10530380000號,和碩聯合科技股份有限公司,童子賢,30-5,1,1
2016-04-28,北市勞動字第10531571500號,萬誠科技股份有限公司,賴虹伶,24,1,1
2016-04-29,北市勞動字第10508111100號,水手清潔用品材料行),潘俊榮,23-2;30-5,1,2
2016-04-29,北市勞動字第10530412200號,財團法人生命傳播文化志業基金會,黃榮享,24;32-2,1,2
2016-04-29,北市勞動字第10530348200號,凱基證券股份有限公司,許道義,22-2,1,1
2015-07-14,府勞動字第10432217100號,玉液科技有限公司,黃堂修,22-216-3,1,1
2015-07-17,府勞動字第10401081100號,博仁綜合醫院,王建哲,3624,1,1
2015-07-30,府勞動字第10434999500號,傑康清潔有限公司,丁桂華,3839,1,1
2015-08-05,府勞動字第10435023800號,華碩電腦股份有限公司,施崇棠,24;32-2;36,1,3
2015-08-17,府勞動字第10434772100號,菲琳紗苑婚紗有限公司,高錦興,22-2;24;32-2,1,3
2015-08-31,府勞動字第10435031800號,基督復臨安息日會醫療財團法人臺安醫院,黃暉庭,30-1,1,1
2015-09-01,府勞動字第10434799300號,卓昇有限公司,房日祥,30-5;38,1,2
2015-09-18,府勞動字第10435057200號,上允創作料理有限公司,黃奕瑞,24,1,1
2015-09-25,府勞動字第10435048400號,臺北榮民總醫院,張德明,24,1,1
2015-09-30,府勞動字第10435026600號,臺灣土地銀行股份有限公司,徐光曦,24;36;49-1,1,3
2015-10-01,府勞動字第10435621602號,財團法人台北清真寺基金會,馬超彥,16-3;30-5,1,2
2015-10-01,府勞動字第10414725500號,臺灣銀行股份有限公司,蕭長瑞,24,1,1
2015-10-16,府勞動字第10435588500號,久仲泰營造有限公司,鄭悅在,24;32-2;36,1,3
2015-10-20,府勞動字第10435860300號,瑞興商業銀行股份有限公司,陳淑美,24,1,1
2015-10-22,府勞動字第10436705200號,精彩火鍋股份有限公司,賴粵興,32-1;30-1;49-1,1,3
2015-10-23,府勞動字第10435990200號,猴猴味有限公司,曾梓謙,30-5,1,1
2015-10-23,府勞動字第10435566600號,維那斯有限公司,王明欽,30-5,1,1
2015-11-09,府勞動字第10435592400號,新光人壽保險股份有限公司,吳東進,24,1,1
2015-11-09,府勞動字第10435572100號,嘉利科技股份有限公司,楊世忠,7-1;30-5;38,1,3
2015-11-10,府勞動字第10435611700號,三立電視股份有限公司,林崑海,30-5,1,1
2015-11-10,府勞動字第10435609300號,達步施企業股份有限公司,施鍊岸,24,1,1
2015-11-11,府勞動字第10435579600號,大裕合署會計師事務所,陳鉅洲,24,1,1
2015-11-13,府勞動字第10435589800號,香港商瑞師精密科技股份有限公司台灣分公司,王讚壽,32-2,1,1
2015-11-13,府勞動字第10435588600號,福來許生活企業股份有限公司,阮婷憶,22-2;30-1;30-5;32-1,1,4
2015-11-13,府勞動字第10435592300號,儷臻企業有限公司,徐志蕙,30-5;70,1,2
2015-11-13,府勞動字第10435577500號,進金生實業股份有限公司,黃舉昇,24;30-5,1,2
2015-11-19,北市勞動字第10436840600號,晶華國際酒店股份有限公司,潘思亮,24;32-2,1,2
2015-11-20,北市勞動字第10435612600號,康寧醫療財團法人康寧醫院,尹長生,32-2,1,1
2015-11-27,北市勞動字第10436165500號,南山人壽保險股份有限公司,杜英宗,32-1;49-1,1,2
2015-12-07,北市勞動字第10436168000號,冠茂餐廳股份有限公司,姚成璋,22-2,1,1
2015-12-14,北市勞動字第10436204000號,財團法人伊甸社會福利基金會,葉瀛賓,24;35,1,2
2015-12-17,北市勞動字第10435948400號,嘉騰科技股份有限公司,張若蓉,28-2,1,1
2015-12-22,北市勞動字第10436240500號,高博士國際有限公司,高銘村,32-2,1,1
2015-12-28,北市勞動字第10436269100號,樺達奶茶),黃小溱,7-1;21-1;23-2;30-5,1,4
2015-12-28,北市勞動字第10436271900號,第一餐盒股份有限公司,殷海清,32-2;30-5,1,2
2015-12-28,北市勞動字第10436313000號,喜瑞投資顧問股份有限公司,蔡葭碧,22-2,1,1
2016-01-08,北市勞動字第10436351200號,魚金貿易有限公司,黃奕瑞,30-1,1,1
2016-01-08,北市勞動字第10436327600號,三井日本料理餐廳有限公司,黃奕瑞,30-1,1,1
2016-01-11,北市勞動字第10436322000號,永駿國際地產股份有限公司,何駿紳,22-2;30-1;36,1,3
2016-01-11,北市勞動字第10436328200號,大井日本料理餐廳有限公司,黃奕瑞,30-1,1,1
2016-01-12,北市勞動字第10436346100號,熠飛綠能股份有限公司,劉毅,22-2;30-5,1,2
2016-01-12,北市勞動字第10436349200號,沅利建設股份有限公司,江繆金照,22-2,1,1
2016-01-15,北市勞動字第10439641900號,佑康股份有限公司,袁友萊,30-5,1,1
2016-01-18,北市勞動字第10439584300號,頌易禾多元行銷有限公司,林靖杰,22-2,1,1
2016-01-20,北市勞動字第10530752100號,華康房屋仲介有限公司,曾志華,21-1;22-2;24;32-1,1,4
2016-01-22,北市勞動字第10439596700號,中央研究院,翁?惠,9-1;38,1,2
2016-01-22,北市勞動字第10439595800號,養護型））,董曉璇（即臺北市私立瑞安老人長期照顧中心,30-1,1,1
2016-01-26,北市勞動字第10439611000號,台灣土地開發股份有限公司,邱復生,24,1,1
2016-01-27,北市勞動字第10439648300號,醫療財團法人辜公亮基金會和信治癌中心醫院,黃達夫,30-5;24,1,2
2016-01-28,北市勞動字第10439661400號,全球一動股份有限公司,賴昭輝,22-2,1,1
2016-02-03,北市勞動字第10532001900號,英屬維京群島商博令國際有限公司台灣分公司,葉伯任,24;32-2,1,2
2016-02-04,北市勞動字第10439695400號,濠銘科技股份有限公司,黃春梅,22-2;30-5,1,2
2016-02-15,北市勞動字第10531342100號,明朋小客車租賃股份有限公司,許錡洲,32-2,1,1
2016-03-01,北市勞動字第10439692100號,望達國際企業有限公司,謝庭俊,30-5,1,1
2016-03-01,北市勞動字第10531938000號,銀翼餐飲事業有限公司,林桂英,30-1;36,1,2
2016-03-01,北市勞動字第10531909800號,財團法人臺灣基督長老教會馬偕紀念社會事業基金會馬偕紀念醫院,施壽全,24;30-5,1,2
2016-03-01,北市勞動字第10530284100號,三軍總醫院附設民眾診療服務處,陳金順,30-5,1,1
2016-03-01,北市勞動字第10530200900號,查理布朗有限公司,侯元仁,32-2,1,1
2016-03-01,北市勞動字第10439687200號,億和汽車股份有限公司,邱憲道,74-2,1,1
2016-03-01,北市勞動字第10530245600號,學承電腦股份有限公司,吳俊賢,22-2;23-1,1,2
2016-03-01,北市勞動字第10439699000號,港九香滿樓餐廳股份有限公司,陳采蘋,37,1,1
2016-03-02,北市勞動字第10530202600號,高記食品有限公司,林美金,21-1;22-2;30-1,1,3
2016-03-02,北市勞動字第10531924200號,英屬維京群島商安卓有限公司台灣分公司,黃美芳,30-1;32-2,1,2
2016-03-02,北市勞動字第10531937700號,正能光電股份有限公司,簡達益,23-1,1,1
2016-03-02,北市勞動字第10531923900號,芳雄鮮饌有限公司,呂建慧,22-2;24;39,1,3
2016-03-02,北市勞動字第10530202300號,渥可國際髮型名店),蕭永南,30-1,1,1
2016-03-02,北市勞動字第10530202700號,中太汽車股份有限公司,周坤元,24;30-1,1,2
2016-03-02,北市勞動字第10530201200號,千翔保全股份有限公司,黃平璋,36;38,1,2
2016-03-02,北市勞動字第10530244100號,彤達餐飲股份有限公司,楊欣,22-2;30-5,1,2
2016-03-02,北市勞動字第10530230100號,原創能源股份有限公司,黃偉哲,80,1,1
2016-03-02,北市勞動字第10439702300號,瘋狂人生餐廳),丁紀文,39,1,1
2016-03-02,北市勞動字第10530229200號,紗舞縭食品有限公司,洪蘭惠,32-2,1,1
2016-03-03,北市勞動字第10531101700號,奧美廣告股份有限公司,宋秩銘,30-5,1,1
2016-03-03,北市勞動字第10530284500號,台灣肥料股份有限公司,李復興,24;32-1,1,2
2016-03-03,北市勞動字第10530278600號,咖碼股份有限公司,許建珠,30-5,1,1
2016-03-03,北市勞動字第10530219100號,東區時尚美學診所),邱志龍,24;30-1;37,1,3
2016-03-03,北市勞動字第10530263400號,點水樓餐飲事業股份有限公司,陳怡文,37,1,1
2016-03-03,北市勞動字第10531101800號,麥肯廣告股份有限公司,林增瑞,30-5,1,1
2016-03-03,北市勞動字第10530284000號,台灣寶潔股份有限公司,馬睿思,24,1,1
2016-03-03,北市勞動字第10530639700號,啟鈺工程有限公司,李榮爵,59-14,1,1
2016-03-03,北市勞動字第10530258100號,夏姿服飾有限公司,王元宏,24;36,1,2
2016-03-03,北市勞動字第10530234100號,傳真實業股份有限公司,王惠淑,38,1,1
2016-03-03,北市勞動字第10530268400號,郭元益食品股份有限公司,陳明秀,32-2,1,1
2016-03-03,北市勞動字第10530261900號,台灣和冠資訊科技股份有限公司,小見山茂樹,30-5,1,1
2016-03-03,北市勞動字第10530233700號,施耐德電機股份有限公司,孫基康,24;30-5;32-1;32-2;49-1,1,5
2016-03-03,北市勞動字第10439708300號,方家小館),方旭明,30-5;37,1,2
2016-03-03,北市勞動字第10530268000號,禘寬公寓大廈管理維護有限公司,洪榮吉,36,1,1
2016-03-03,北市勞動字第10530245300號,升源食品有限公司,程秀麗,24;30-5;38,1,3
2016-03-03,北市勞動字第10530245200號,升隆食品有限公司,方小容,30-5;36,1,2
2016-03-03,北市勞動字第10531958100號,皇齊國際有限公司,陳偉俊,24;30-1;39;70,1,4
2016-03-03,北市勞動字第10439556500號,新晰企業有限公司,郭昕怡,80,1,1
2016-03-03,北市勞動字第10530208600號,台灣寶石研發工作室),沈湄,30-5,1,1
2016-03-03,北市勞動字第10439646400號,台灣人壽保險股份有限公司,凌氤寶,24,1,1
2016-03-04,北市勞動字第10530284800號,香港商捷時海外貿易有限公司台灣分公司,蕭靜芳,24,1,1
2016-03-04,北市勞動字第10439557100號,景睿科技股份有限公司,郭淑梅,24,1,1
2016-03-04,北市勞動字第10439557000號,微爾科技股份有限公司,陳永祥,23-1,1,1
2016-03-04,北市勞動字第10530326500號,典華婚訂資源整合股份有限公司,葉秀琴,30-1,1,1
2016-03-04,北市勞動字第10530285900號,沐紗國際餐飲事業股份有限公司,王劭仁,32-2,1,1
2016-03-04,北市勞動字第10439556400號,易森營造有限公司,楊哲宗,32-2;36,1,2
2016-03-04,北市勞動字第10439698600號,愛群婦產科診所),翁紹評,24,1,1
2016-03-04,北市勞動字第10439702500號,喬信保全股份有限公司,蘇雅頌,24,1,1
2016-03-04,北市勞動字第10530211700號,誼光保全股份有限公司,林伯峰,36,1,1
2016-03-04,北市勞動字第10530210900號,昱泉國際股份有限公司,曹約文,24,1,1
2016-03-07,北市勞動字第10530233800號,荳朵有限公司,蔡晴宇,80,1,1
2016-03-07,北市勞動字第10530268500號,雞家莊）,張玉華,36,1,1
2016-03-07,北市勞動字第10439698700號,三商美福室內裝修股份有限公司,陳翔玢,24;30-5,1,2
2016-03-07,北市勞動字第10439707900號,東森電視事業股份有限公司,范瑞穎,24;30-1;30-5,1,3
2016-03-07,北市勞動字第10533206000號,全隆國際人力仲介有限公司,呂顯平,30-5,1,1
2016-03-07,北市勞動字第10533205900號,萊爾富國際股份有限公司,汪亦祥,24,1,1
2016-03-07,北市勞動字第10439702700號,英商葛蘭素史克消費保健用品股份有限公司,莊佳龍,30-5,1,1
2016-03-07,北市勞動字第10439699100號,東服企業股份有限公司,馮五鋒,36;32-2,1,2
2016-03-07,北市勞動字第10439702600號,喬信公寓大廈管理維護有限公司,蘇雅頌,32-1;32-2;36;49-1,1,4
2016-03-07,北市勞動字第10530234400號,豐年俐企業有限公司,黃明煜,24,1,1
2016-03-08,北市勞動字第10530294000號,英屬維京群島商富董股份有限公司台灣分公司,劉美金,30-1;24;39,1,3
2016-03-08,北市勞動字第10530302600號,臺北市私立學昱兒童課後照顧服務中心,蔡厚祥,22-2,1,1
2016-03-08,北市勞動字第10530303200號,樂鮮數位資訊股份有限公司,Ronald Chan,30-1,1,1
2016-03-08,北市勞動字第10530279000號,美商蒂芙尼國際股份有限公司台灣分公司,樂康,30-5;32-1;49-1,1,3
2016-03-08,北市勞動字第10530132100號,城揚有限公司,李紀曾,24,1,1
2016-03-08,北市勞動字第10531991100號,維鈦光電科技股份有限公司,劉?衛,24,1,1
2016-03-09,北市勞動字第10530295600號,李媽媽麵店),李柏霖,30-5,1,1
2016-03-09,北市勞動字第10530322700號,鎮饌股份有限公司,詹勝華,24;30-1,1,2
2016-03-10,北市勞動字第10530258500號,鑫辰彩券行）,鄭宇辰,80,1,1
2016-03-11,北市勞動字第10530320900號,德安國際公寓大廈管理維護股份有限公司,蘇旺泉,24;32-2;38;39;49-1,1,5
2016-03-11,北市勞動字第10530228800號,水啟動國際實業有限公司,邱小茜,23-1,1,1
2016-03-11,北市勞動字第10530230600號,華港城海鮮有限公司,詹文宏,36,1,1
2016-03-11,北市勞動字第10530228900號,優味企業股份有限公司,上島達司,36,1,1
2016-03-11,北市勞動字第10531915000號,永康餐飲股份有限公司,羅駿樺,30-1;32-2,1,2
2016-03-11,北市勞動字第10530208800號,緯豆有限公司,劉峻緯,32-2;36,1,2
2016-03-11,北市勞動字第10530208100號,香草集股份有限公司,顏美芬,30-1;32-1;39;49-1,1,4
2016-03-11,北市勞動字第10530253000號,馬爾席灣城鄉建設股份有限公司,沈晏仕,80,1,1
2016-03-14,北市勞動字第10530229300號,勤力國際股份有限公司,岑德強,30-1;37,1,2
2016-03-14,北市勞動字第10530233300號,安芳妲國際有限公司,張曼淇,23-1;24,1,2
2016-03-14,北市勞動字第10530233900號,台灣歐司朗股份有限公司,吳勝波,30-5,1,1
2016-03-14,北市勞動字第10533293300號,台灣鵬衛齊股份有限公司,富馬克,24,1,1
2016-03-14,北市勞動字第10530317700號,台灣保樂力加股份有限公司,齊德輝,30-5,1,1
2016-03-14,北市勞動字第10530304100號,聯安救護車有限公司,吳柏毅,30-1;37,1,2
2016-03-14,北市勞動字第10530319100號,勵鵬有限公司,黃雅齡,30-5,1,1
2016-03-14,北市勞動字第10530333600號,小王子展業有限公司,許恭豪,7-2,1,1
2016-03-14,北市勞動字第10531384800號,五福煤氣行〉,蒲正一,30-5,1,1
2016-03-14,北市勞動字第10530245700號,台北市私立學承電腦短期補習班),陳永祥,23-1;39,1,2
2016-03-14,北市勞動字第10530292900號,台北市私立書拉密美容短期補習班),楊永源,37,1,1
2016-03-14,北市勞動字第10530263200號,互裕股份有限公司,王勳聖,30-5,1,1
2016-03-14,北市勞動字第10530283900號,普立斯生物科技股份有限公司,陳萬金,22-2;24;32-1,1,3
2016-03-14,北市勞動字第10533249500號,康荃國際有限公司,李文馨,22-2,1,1
2016-03-15,北市勞動字第10530312000號,遠雄人壽保險事業股份有限公司,董季華,24;32-2,1,2
2016-03-15,北市勞動字第10530327100號,百瑞精鼎國際股份有限公司,雷別克,30-5,1,1
2016-03-15,北市勞動字第10531915100號,丞安企業社）,江秉儒,23-2;30-5,1,2
2016-03-15,北市勞動字第10530262400號,松山信合美眼科診所),陳俊男,24,1,1
2016-03-15,北市勞動字第10530264000號,凱華食品有限公司,廖定閎,30-5,1,1
2016-03-15,北市勞動字第10530262600號,金田餐飲股份有限公司,彭慧賢,24;39,1,2
2016-03-15,北市勞動字第10530263900號,御林保全股份有限公司,鄭晉祿,36,1,1
2016-03-15,北市勞動字第10530245500號,林登山耳鼻喉科診所),林登山,39,1,1
2016-03-16,北市勞動字第10530304800號,國雲公寓大廈管理維護股份有限公司,林治方,30-1,1,1
2016-03-16,北市勞動字第10530339000號,韋德伍斯健身有限公司,藍明祥,30-1;37,1,2
2016-03-16,北市勞動字第10530303800號,九井廣告股份有限公司,林坤明,30-5,1,1
2016-03-16,北市勞動字第10530303300號,震旦行股份有限公司,林樂萍,32-2,1,1
2016-03-16,北市勞動字第10530312500號,才高八斗科技有限公司,黃士楷,22-2,1,1
2016-03-16,北市勞動字第10533269200號,長鴻營造股份有限公司,吳啟章,17,1,1
2016-03-16,北市勞動字第10530325900號,瑞鈦管理工程有限公司,蔡瑞玲,80,1,1
2016-03-16,北市勞動字第10530283600號,聯裕國際開發有限公司,楊怡然,80,1,1
2016-03-17,北市勞動字第10530326200號,台灣山頭火股份有限公司,菊田伸一,37,1,1
2016-03-17,北市勞動字第10530317400號,周氏國際企業股份有限公司,周煥楠,22-2;24;32-2;36,1,4
2016-03-17,北市勞動字第10532004900號,葛瑪蘭汽車客運股份有限公司,游家煉,39,1,1
2016-03-17,北市勞動字第10530244200號,玉川國際有限公司,蘇晏徵,24,1,1
